"genotype" "clonalcolony" "identifier"
"HybBC252" "H12-110326" 11736
"HybBC252" "H12-110326" 11737
"HybBC252" "H12-110326" 11739
"HybBC252" "H12-110326" 11740
"HybBC252" "H12-110326" 11741
"HybBC252" "H12-110326" 11743
"HybBC252" "H12-110326" 11744
"HybBC252" "H12-110326" 11751
"HybBC252" "H12-110326" 11752
"HybBC252" "H12-110326" 11757
"HybBC252" "H12-110326" 11762
"HybBC252" "H12-110326" 11763
"HybBC252" "H12-110326" 11764
"HybBC252" "H12-110326" 11766
"HybBC252" "H12-110326" 11767
"HybBC252" "H12-110326" 11768
"HybBC252" "H12-110326" 11769
"HybBC252" "H12-110326" 11770
"HybBC252" "H12-110326" 11775
"HybBC252" "H12-110326" 11779
"HybBC252" "H12-110326" 11780
"HybBC252" "H12-110326" 11781
"HybBC252" "H12-110326" 11782
"HybBC252" "H12-110326" 11783
"HybBC252" "H12-110326" 11784
"HybBC252" "H12-110326" 11786
"HybBC252" "H12-110326" 11787
"HybBC252" "H12-110326" 11788
"HybBC252" "H12-110326" 11789
"HybBC252" "H12-110326" 11791
"HybBC252" "H12-110326" 11796
"HybBC252" "H12-110326" 11797
"HybBC252" "H12-110326" 11799
"HybBC252" "H12-110326" 11801
"HybBC252" "H12-110326" 11802
"HybBC252" "H12-110326" 11806
"HybBC252" "H12-110326" 11807
"HybBC252" "H12-110326" 11808
"HybBC252" "H12-110326" 11809
"HybBC252" "H12-110326" 11810
"HybBC252" "H12-110326" 11813
"HybBC252" "H12-110326" 11816
"HybBC252" "H12-110326" 11820
"HybBC252" "H12-110326" 11829
"HybBC252" "H12-110326" 11831
"HybBC252" "H12-110326" 11832
"HybBC252" "H12-110326" 11833
"HybBC252" "H12-110326" 11834
"HybBC252" "H12-110326" 11836
"HybBC252" "H12-110326" 11837
"HybBC252" "H12-110326" 11840
"HybBC252" "H12-110326" 11846
"HybBC252" "H12-110326" 11847
"HybBC252" "H12-110326" 11848
"HybBC252" "H12-110326" 11849
"HybBC252" "H12-110326" 11850
"HybBC252" "H12-110326" 11852
"HybBC252" "H12-110326" 11853
"HybBC252" "H12-110326" 11855
"HybBC252" "H12-110326" 11856
"HybBC252" "H12-110326" 11858
"HybBC252" "H12-110326" 11860
"HybBC252" "H12-110326" 11861
"HybBC252" "H12-110326" 11865
"HybBC252" "H12-110326" 11869
"HybBC252" "H12-110326" 11870
"HybBC252" "H12-110326" 11871
"HybBC252" "H12-110326" 11872
"HybBC252" "H12-110326" 11873
"HybBC252" "H12-110326" 11874
"HybBC252" "H12-110326" 11876
"HybBC252" "H12-110326" 11877
"HybBC252" "H12-110326" 11878
"HybBC252" "H12-110326" 11879
"HybBC252" "H12-110326" 11880
"HybBC252" "H12-110326" 11881
"HybBC252" "H12-110326" 11883
"HybBC252" "H12-110326" 11884
"HybBC252" "H12-110326" 11885
"HybBC252" "H12-110326" 11886
"HybBC252" "H12-110326" 11887
"HybBC252" "H12-110326" 11888
"HybBC252" "H12-110326" 11890
"HybBC252" "H12-110326" 11891
"HybBC252" "H12-110326" 11892
"HybBC252" "H12-110326" 11893
"HybBC252" "H12-110326" 11895
"HybBC252" "H12-110326" 11897
"HybBC252" "H12-110326" 11898
"HybBC252" "H12-110326" 11899
"HybBC252" "H12-110326" 11902
"HybBC252" "H12-110326" 11904
"HybBC252" "H12-110326" 11907
"HybBC252" "H12-110326" 11908
"HybBC252" "H12-110326" 11910
"HybBC252" "H12-110326" 11912
"HybBC252" "H12-110326" 11913
"HybBC252" "H12-110326" 11914
"HybBC252" "H12-110326" 11915
"HybBC252" "H12-110326" 11916
"HybBC252" "H12-110326" 11918
"HybBC252" "H12-110326" 11919
"HybBC252" "H12-110326" 11922
"HybBC252" "H12-110326" 11926
"HybBC252" "H12-110326" 11927
"HybBC252" "H12-110326" 11929
"HybBC252" "H12-110326" 11930
"HybBC252" "H12-110326" 11931
"HybBC252" "H12-110326" 11932
"HybBC252" "H12-110326" 11933
"HybBC252" "H12-110326" 11934
"HybBC252" "H12-110326" 11935
"HybBC252" "H12-110326" 11936
"HybBC252" "H12-110326" 11937
"HybBC252" "H12-110326" 11938
"HybBC252" "H12-110326" 11939
"HybBC252" "H12-110326" 11940
"HybBC252" "H12-110326" 11941
"HybBC252" "H12-110326" 11942
"HybBC252" "H12-110326" 11945
"HybBC252" "H12-110326" 11954
"HybBC252" "H12-110326" 11955
"HybBC252" "H12-110326" 11956
"HybBC252" "H12-110326" 11957
"HybBC252" "H12-110326" 11959
"HybBC252" "H12-110326" 11960
"HybBC252" "H12-110326" 11962
"HybBC252" "H12-110326" 11963
"HybBC252" "H12-110326" 11964
"HybBC252" "H12-110326" 11965
"HybBC252" "H12-110326" 11967
"HybBC252" "H12-110326" 11974
"HybBC252" "H12-110326" 11975
"HybBC252" "H12-110326" 11976
"HybBC252" "H12-110326" 11977
"HybBC252" "H12-110326" 11980
"HybBC252" "H12-110326" 11983
"HybBC252" "H12-110326" 11985
"HybBC252" "H12-110326" 11986
"HybBC252" "H12-110326" 11987
"HybBC252" "H12-110326" 11989
"HybBC252" "H12-110326" 11993
"HybBC252" "H12-110326" 11994
"HybBC252" "H12-110326" 11995
"HybBC252" "H12-110326" 11996
"HybBC252" "H12-110326" 11998
"HybBC252" "H12-110326" 12000
"HybBC252" "H12-110326" 12002
"HybBC252" "H12-110326" 12004
"HybBC252" "H12-110326" 12009
"HybBC252" "H12-110326" 12010
"HybBC252" "H12-110326" 12011
"HybBC252" "H12-110326" 12017
"HybBC252" "H12-110326" 12018
"HybBC252" "H12-110326" 12019
"HybBC252" "H12-110326" 12021
"HybBC252" "H12-110326" 12025
"HybBC252" "H12-110326" 12027
"HybBC252" "H12-110326" 12028
"HybBC252" "H12-110326" 12030
"HybBC252" "H12-110326" 12032
"HybBC252" "H12-110326" 12033
"HybBC252" "H12-110326" 12034
"HybBC252" "H12-110326" 12035
"HybBC252" "H12-110326" 12038
"HybBC252" "H12-110326" 12039
"HybBC252" "H12-110326" 12040
"HybBC252" "H12-110326" 12041
"HybBC252" "H12-110326" 12046
"HybBC252" "H12-110326" 12048
"HybBC252" "H12-110326" 12051
"HybBC252" "H12-110326" 12053
"HybBC252" "H12-110326" 12054
"HybBC252" "H12-110326" 12055
"HybBC252" "H12-110326" 12056
"HybBC252" "H12-110326" 12057
"HybBC252" "H12-110326" 12058
"HybBC252" "H12-110326" 12061
"HybBC252" "H12-110326" 12063
"HybBC252" "H12-110326" 12064
"HybBC252" "H12-110326" 12065
"HybBC252" "H12-110326" 12066
"HybBC252" "H12-110326" 12067
"HybBC252" "H12-110326" 12068
"HybBC252" "H12-110326" 12069
"HybBC252" "H12-110326" 12070
"HybBC252" "H12-110326" 12071
"HybBC252" "H12-110326" 12072
"HybBC252" "H12-110326" 12073
"HybBC252" "H12-110326" 12074
"HybBC252" "H12-110326" 12078
"HybBC252" "H12-110326" 12079
"HybBC252" "H12-110326" 12080
"HybBC252" "H12-110326" 12082
"HybBC252" "H12-110326" 12083
"HybBC252" "H12-110326" 12085
"HybBC252" "H12-110326" 12086
"HybBC252" "H12-110326" 12087
"HybBC252" "H12-110326" 12088
"HybBC252" "H12-110326" 12089
"HybBC252" "H12-110326" 12090
"HybBC252" "H12-110326" 12092
"HybBC252" "H12-110326" 12095
"HybBC252" "H12-110326" 12100
"HybBC252" "H12-110326" 12102
"HybBC252" "H12-110326" 12104
"HybBC252" "H12-110326" 12105
"HybBC252" "H12-110326" 12106
"HybBC252" "H12-110326" 12107
"HybBC252" "H12-110326" 12110
"HybBC252" "H12-110326" 12111
"WineBC241" "A1-110331" 250
"HybBC252" "A3-110331" 64663
"HybBC252" "A3-110331" 64706
"HybBC252" "A3-110331" 64712
"HybBC252" "A3-110331" 64725
"HybBC252" "A3-110331" 64788
"HybBC252" "A3-110331" 64791
"WineBC241" "A4-110331" 64304
"WineBC241" "A4-110331" 64309
"WineBC241" "A4-110331" 64314
"WineBC241" "A4-110331" 64317
"WineBC241" "A4-110331" 64323
"WineBC241" "A4-110331" 64334
"WineBC241" "A4-110331" 64337
"WineBC241" "A4-110331" 64340
"WineBC241" "A4-110331" 64341
"WineBC241" "A4-110331" 64343
"WineBC241" "A4-110331" 64344
"WineBC241" "A4-110331" 64350
"WineBC241" "A4-110331" 64359
"WineBC241" "A4-110331" 64360
"WineBC241" "A4-110331" 64365
"WineBC241" "A4-110331" 64367
"WineBC241" "A4-110331" 64373
"WineBC241" "A4-110331" 64380
"WineBC241" "A4-110331" 64382
"WineBC241" "A4-110331" 64393
"WineBC241" "A4-110331" 64394
"WineBC241" "A4-110331" 64395
"WineBC241" "A4-110331" 64396
"WineBC241" "A4-110331" 64413
"WineBC241" "A4-110331" 64423
"WineBC241" "A4-110331" 64449
"WineBC241" "A4-110331" 64462
"WineBC241" "A4-110331" 64468
"WineBC241" "A4-110331" 64469
"WineBC241" "A4-110331" 64471
"WineBC241" "A4-110331" 64480
"WineBC241" "A4-110331" 64551
"WineBC241" "A4-110331" 64554
"WineBC241" "A4-110331" 64558
"WineBC241" "A4-110331" 64576
"WineBC241" "A4-110331" 64577
"WineBC241" "A4-110331" 64611
"WineBC241" "A4-110331" 64616
"WineBC241" "A4-110331" 64625
"WineBC241" "A4-110331" 64626
"WineBC241" "A5-110331" 63866
"WineBC241" "A5-110331" 63908
"WineBC241" "A5-110331" 63930
"WineBC241" "A5-110331" 63931
"WineBC241" "A5-110331" 63942
"WineBC241" "A5-110331" 63946
"WineBC241" "A5-110331" 64067
"WineBC241" "A5-110331" 64267
"FY4-5" "A9-110331" 62064
"FY4-5" "A9-110331" 62066
"FY4-5" "A9-110331" 62090
"FY4-5" "A9-110331" 62098
"FY4-5" "A9-110331" 62099
"FY4-5" "A9-110331" 62100
"FY4-5" "A9-110331" 62101
"FY4-5" "A9-110331" 62102
"FY4-5" "A9-110331" 62103
"FY4-5" "A9-110331" 62106
"FY4-5" "A9-110331" 62107
"FY4-5" "A9-110331" 62108
"FY4-5" "A9-110331" 62112
"FY4-5" "A9-110331" 62115
"FY4-5" "A9-110331" 62116
"FY4-5" "A9-110331" 62118
"FY4-5" "A9-110331" 62119
"FY4-5" "A9-110331" 62120
"FY4-5" "A9-110331" 62122
"FY4-5" "A9-110331" 62123
"FY4-5" "A9-110331" 62124
"FY4-5" "A9-110331" 62125
"FY4-5" "A9-110331" 62126
"FY4-5" "A9-110331" 62127
"FY4-5" "A9-110331" 62131
"FY4-5" "A9-110331" 62132
"FY4-5" "A9-110331" 62133
"FY4-5" "A9-110331" 62134
"FY4-5" "A9-110331" 62137
"FY4-5" "A9-110331" 62138
"FY4-5" "A9-110331" 62139
"FY4-5" "A9-110331" 62140
"FY4-5" "A9-110331" 62141
"FY4-5" "A9-110331" 62142
"FY4-5" "A9-110331" 62144
"FY4-5" "A9-110331" 62148
"FY4-5" "A9-110331" 62156
"FY4-5" "A9-110331" 62158
"FY4-5" "A9-110331" 62160
"FY4-5" "A9-110331" 62161
"FY4-5" "A9-110331" 62162
"FY4-5" "A9-110331" 62163
"FY4-5" "A9-110331" 62164
"FY4-5" "A9-110331" 62165
"FY4-5" "A9-110331" 62166
"FY4-5" "A9-110331" 62172
"FY4-5" "A9-110331" 62174
"FY4-5" "A9-110331" 62175
"FY4-5" "A9-110331" 62178
"FY4-5" "A9-110331" 62179
"FY4-5" "A9-110331" 62180
"FY4-5" "A9-110331" 62181
"FY4-5" "A9-110331" 62182
"FY4-5" "A9-110331" 62183
"FY4-5" "A9-110331" 62184
"FY4-5" "A9-110331" 62187
"FY4-5" "A9-110331" 62189
"FY4-5" "A9-110331" 62190
"FY4-5" "A9-110331" 62194
"FY4-5" "A9-110331" 62198
"FY4-5" "A9-110331" 62199
"FY4-5" "A9-110331" 62200
"FY4-5" "A9-110331" 62202
"FY4-5" "A9-110331" 62203
"FY4-5" "A9-110331" 62204
"FY4-5" "A9-110331" 62206
"FY4-5" "A9-110331" 62210
"FY4-5" "A9-110331" 62211
"FY4-5" "A9-110331" 62212
"FY4-5" "A9-110331" 62214
"FY4-5" "A9-110331" 62219
"FY4-5" "A9-110331" 62228
"FY4-5" "A9-110331" 62230
"FY4-5" "A9-110331" 62239
"FY4-5" "A9-110331" 62240
"FY4-5" "A9-110331" 62241
"FY4-5" "A9-110331" 62242
"FY4-5" "A9-110331" 62243
"FY4-5" "A9-110331" 62244
"FY4-5" "A9-110331" 62245
"FY4-5" "A9-110331" 62248
"FY4-5" "A9-110331" 62250
"FY4-5" "A9-110331" 62256
"FY4-5" "A9-110331" 62257
"FY4-5" "A9-110331" 62258
"FY4-5" "A9-110331" 62259
"FY4-5" "A9-110331" 62260
"FY4-5" "A9-110331" 62263
"FY4-5" "A9-110331" 62264
"FY4-5" "A9-110331" 62268
"FY4-5" "A9-110331" 62269
"FY4-5" "A9-110331" 62270
"FY4-5" "A9-110331" 62271
"FY4-5" "A9-110331" 62272
"FY4-5" "A9-110331" 62274
"FY4-5" "A9-110331" 62276
"FY4-5" "A9-110331" 62277
"FY4-5" "A9-110331" 62278
"FY4-5" "A9-110331" 62279
"FY4-5" "A9-110331" 62280
"FY4-5" "A9-110331" 62288
"FY4-5" "A9-110331" 62289
"FY4-5" "A9-110331" 62290
"FY4-5" "A9-110331" 62292
"FY4-5" "A9-110331" 62293
"FY4-5" "A9-110331" 62294
"FY4-5" "A9-110331" 62295
"HybBC252" "A10-110331" 61230
"HybBC252" "A10-110331" 61233
"HybBC252" "A10-110331" 61275
"HybBC252" "A10-110331" 61279
"HybBC252" "A10-110331" 61284
"HybBC252" "A10-110331" 61312
"HybBC252" "A10-110331" 61314
"HybBC252" "A10-110331" 61315
"HybBC252" "A10-110331" 61317
"HybBC252" "A10-110331" 61318
"HybBC252" "A10-110331" 61319
"HybBC252" "A10-110331" 61321
"HybBC252" "A10-110331" 61351
"HybBC252" "A10-110331" 61360
"HybBC252" "A10-110331" 61363
"HybBC252" "A10-110331" 61364
"HybBC252" "A10-110331" 61365
"HybBC252" "A10-110331" 61392
"HybBC252" "A10-110331" 61393
"HybBC252" "A10-110331" 61394
"HybBC252" "A10-110331" 61399
"HybBC252" "A10-110331" 61400
"HybBC252" "A10-110331" 61401
"HybBC252" "A10-110331" 61403
"HybBC252" "A10-110331" 61406
"HybBC252" "A10-110331" 61407
"HybBC252" "A10-110331" 61408
"HybBC252" "A10-110331" 61409
"HybBC252" "A10-110331" 61413
"HybBC252" "A10-110331" 61423
"HybBC252" "A10-110331" 61424
"HybBC252" "A10-110331" 61425
"HybBC252" "A10-110331" 61426
"HybBC252" "A10-110331" 61427
"HybBC252" "A10-110331" 61428
"HybBC252" "A10-110331" 61429
"HybBC252" "A10-110331" 61430
"HybBC252" "A10-110331" 61432
"HybBC252" "A10-110331" 61434
"HybBC252" "A10-110331" 61436
"HybBC252" "A10-110331" 61441
"HybBC252" "A10-110331" 61442
"HybBC252" "A10-110331" 61443
"HybBC252" "A10-110331" 61444
"HybBC252" "A10-110331" 61445
"HybBC252" "A10-110331" 61447
"HybBC252" "A10-110331" 61451
"HybBC252" "A10-110331" 61452
"HybBC252" "A10-110331" 61453
"HybBC252" "A10-110331" 61454
"HybBC252" "A10-110331" 61461
"HybBC252" "A10-110331" 61462
"HybBC252" "A10-110331" 61463
"HybBC252" "A10-110331" 61465
"HybBC252" "A10-110331" 61467
"HybBC252" "A10-110331" 61468
"HybBC252" "A10-110331" 61473
"HybBC252" "A10-110331" 61474
"HybBC252" "A10-110331" 61476
"HybBC252" "A10-110331" 61482
"HybBC252" "A10-110331" 61483
"HybBC252" "A10-110331" 61484
"HybBC252" "A10-110331" 61485
"HybBC252" "A10-110331" 61488
"HybBC252" "A10-110331" 61490
"HybBC252" "A10-110331" 61492
"HybBC252" "A10-110331" 61494
"HybBC252" "A10-110331" 61496
"HybBC252" "A10-110331" 61499
"HybBC252" "A10-110331" 61500
"HybBC252" "A10-110331" 61503
"HybBC252" "A10-110331" 61505
"HybBC252" "A10-110331" 61515
"HybBC252" "A10-110331" 61516
"HybBC252" "A10-110331" 61517
"HybBC252" "A10-110331" 61520
"HybBC252" "A10-110331" 61521
"HybBC252" "A10-110331" 61522
"HybBC252" "A10-110331" 61525
"HybBC252" "A10-110331" 61526
"HybBC252" "A10-110331" 61530
"HybBC252" "A10-110331" 61533
"HybBC252" "A10-110331" 61534
"HybBC252" "A10-110331" 61535
"HybBC252" "A10-110331" 61538
"HybBC252" "A10-110331" 61541
"HybBC252" "A10-110331" 61545
"HybBC252" "A10-110331" 61546
"HybBC252" "A10-110331" 61547
"HybBC252" "A10-110331" 61549
"HybBC252" "A10-110331" 61557
"HybBC252" "A10-110331" 61558
"HybBC252" "A10-110331" 61560
"HybBC252" "A10-110331" 61561
"HybBC252" "A10-110331" 61562
"HybBC252" "A10-110331" 61564
"HybBC252" "A10-110331" 61566
"HybBC252" "A10-110331" 61568
"HybBC252" "A10-110331" 61569
"HybBC252" "A10-110331" 61576
"HybBC252" "A10-110331" 61581
"HybBC252" "A10-110331" 61582
"HybBC252" "A10-110331" 61583
"HybBC252" "A10-110331" 61584
"HybBC252" "A10-110331" 61585
"HybBC252" "A10-110331" 61586
"HybBC252" "A10-110331" 61587
"HybBC252" "A10-110331" 61588
"HybBC252" "A10-110331" 61599
"HybBC252" "A10-110331" 61602
"HybBC252" "A10-110331" 61607
"HybBC252" "A10-110331" 61609
"HybBC252" "A10-110331" 61611
"HybBC252" "A10-110331" 61614
"HybBC252" "A10-110331" 61615
"HybBC252" "A10-110331" 61616
"HybBC252" "A10-110331" 61617
"HybBC252" "A10-110331" 61625
"HybBC252" "A10-110331" 61627
"HybBC252" "A10-110331" 61631
"HybBC252" "A10-110331" 61635
"HybBC252" "A10-110331" 61636
"HybBC252" "A10-110331" 61638
"HybBC252" "A10-110331" 61641
"HybBC252" "A10-110331" 61642
"HybBC252" "A10-110331" 61649
"HybBC252" "A10-110331" 61650
"HybBC252" "A10-110331" 61652
"HybBC252" "A10-110331" 61653
"HybBC252" "A10-110331" 61656
"HybBC252" "A10-110331" 61657
"HybBC252" "A10-110331" 61660
"HybBC252" "A10-110331" 61661
"HybBC252" "A10-110331" 61663
"HybBC252" "A10-110331" 61664
"HybBC252" "A10-110331" 61665
"HybBC252" "A10-110331" 61666
"HybBC252" "A10-110331" 61667
"HybBC252" "A10-110331" 61677
"HybBC252" "A10-110331" 61678
"HybBC252" "A10-110331" 61679
"HybBC252" "A10-110331" 61680
"HybBC252" "A10-110331" 61681
"HybBC252" "A10-110331" 61682
"HybBC252" "A10-110331" 61683
"HybBC252" "A10-110331" 61684
"HybBC252" "A10-110331" 61688
"HybBC252" "A10-110331" 61691
"HybBC252" "A10-110331" 61695
"HybBC252" "A10-110331" 61704
"HybBC252" "A10-110331" 61708
"HybBC252" "A10-110331" 61716
"HybBC252" "A10-110331" 61721
"HybBC252" "A10-110331" 61724
"HybBC252" "A10-110331" 61725
"HybBC252" "A10-110331" 61727
"HybBC252" "A10-110331" 61728
"HybBC252" "A10-110331" 61736
"HybBC252" "A10-110331" 61737
"HybBC252" "A10-110331" 61739
"HybBC252" "A10-110331" 61741
"HybBC252" "A10-110331" 61744
"HybBC252" "A10-110331" 61747
"HybBC252" "A10-110331" 61757
"HybBC252" "A10-110331" 61758
"HybBC252" "A10-110331" 61760
"HybBC252" "A10-110331" 61761
"HybBC252" "A10-110331" 61769
"HybBC252" "A10-110331" 61781
"HybBC252" "A10-110331" 61782
"HybBC252" "A10-110331" 61783
"HybBC252" "A10-110331" 61784
"HybBC252" "A10-110331" 61785
"HybBC252" "A10-110331" 61787
"HybBC252" "A10-110331" 61788
"HybBC252" "A10-110331" 61793
"HybBC252" "A10-110331" 61796
"HybBC252" "A10-110331" 61797
"HybBC252" "A10-110331" 61800
"HybBC252" "A10-110331" 61816
"HybBC252" "A10-110331" 61817
"HybBC252" "A10-110331" 61818
"HybBC252" "A10-110331" 61819
"HybBC252" "A10-110331" 61820
"HybBC252" "A10-110331" 61822
"HybBC252" "A10-110331" 61825
"HybBC252" "A10-110331" 61827
"HybBC252" "A10-110331" 61829
"HybBC252" "A10-110331" 61831
"HybBC252" "A10-110331" 61833
"HybBC252" "A10-110331" 61845
"HybBC252" "A10-110331" 61847
"HybBC252" "A10-110331" 61848
"HybBC252" "A10-110331" 61850
"HybBC252" "A10-110331" 61853
"HybBC252" "A10-110331" 61855
"HybBC252" "A10-110331" 61856
"HybBC252" "A10-110331" 61857
"HybBC252" "A10-110331" 61858
"HybBC252" "A10-110331" 61859
"HybBC252" "A10-110331" 61860
"HybBC252" "A10-110331" 61861
"HybBC252" "A10-110331" 61862
"HybBC252" "A10-110331" 61867
"HybBC252" "A10-110331" 61870
"HybBC252" "A10-110331" 61877
"HybBC252" "A10-110331" 61878
"HybBC252" "A10-110331" 61881
"HybBC252" "A10-110331" 61882
"HybBC252" "A10-110331" 61884
"HybBC252" "A10-110331" 61886
"HybBC252" "A10-110331" 61887
"HybBC252" "A10-110331" 61889
"HybBC252" "A10-110331" 61901
"HybBC252" "A10-110331" 61903
"HybBC252" "A10-110331" 61905
"HybBC252" "A10-110331" 61906
"HybBC252" "A10-110331" 61911
"HybBC252" "A10-110331" 61912
"HybBC252" "A10-110331" 61929
"HybBC252" "A10-110331" 61931
"HybBC252" "A10-110331" 61932
"HybBC252" "A10-110331" 61936
"HybBC252" "A10-110331" 61939
"HybBC252" "A10-110331" 61942
"HybBC252" "A10-110331" 61946
"HybBC252" "A10-110331" 61948
"HybBC252" "A10-110331" 61950
"HybBC252" "A10-110331" 61951
"HybBC252" "A10-110331" 61952
"HybBC252" "A10-110331" 61953
"HybBC252" "A10-110331" 61955
"HybBC252" "A10-110331" 61956
"HybBC252" "A10-110331" 61957
"HybBC252" "A10-110331" 61958
"HybBC252" "A10-110331" 61959
"HybBC252" "A10-110331" 61971
"HybBC252" "A10-110331" 61972
"HybBC252" "A10-110331" 61973
"HybBC252" "A10-110331" 61974
"HybBC252" "A10-110331" 61975
"HybBC252" "A10-110331" 61977
"HybBC252" "A10-110331" 61978
"HybBC252" "A10-110331" 61980
"HybBC252" "A10-110331" 61981
"HybBC252" "A10-110331" 61989
"HybBC252" "A10-110331" 61990
"HybBC252" "A10-110331" 61993
"HybBC252" "A10-110331" 62001
"HybBC252" "A10-110331" 62002
"HybBC252" "A10-110331" 62003
"HybBC252" "A10-110331" 62004
"HybBC252" "A10-110331" 62005
"HybBC252" "A10-110331" 62006
"HybBC252" "A10-110331" 62007
"HybBC252" "A10-110331" 62009
"HybBC252" "A10-110331" 62010
"HybBC252" "A10-110331" 62012
"HybBC252" "A10-110331" 62013
"HybBC252" "A10-110331" 62015
"HybBC252" "A10-110331" 62018
"HybBC252" "A10-110331" 62021
"HybBC252" "A10-110331" 62027
"HybBC252" "A10-110331" 62029
"HybBC252" "A10-110331" 62030
"HybBC252" "A10-110331" 62033
"HybBC252" "A10-110331" 62034
"HybBC252" "A10-110331" 62035
"HybBC252" "A10-110331" 62036
"HybBC252" "A10-110331" 62037
"HybBC252" "A10-110331" 62038
"HybBC252" "A10-110331" 62039
"HybBC252" "A10-110331" 62041
"HybBC252" "A10-110331" 62042
"HybBC252" "A10-110331" 62043
"HybBC252" "A10-110331" 62046
"HybBC252" "A10-110331" 62052
"FY4-5" "A11-110331" 60358
"FY4-5" "A11-110331" 60360
"FY4-5" "A11-110331" 60367
"FY4-5" "A11-110331" 60384
"FY4-5" "A11-110331" 60387
"FY4-5" "A11-110331" 60398
"FY4-5" "A11-110331" 60404
"FY4-5" "A11-110331" 60406
"FY4-5" "A11-110331" 60413
"FY4-5" "A11-110331" 60421
"FY4-5" "A11-110331" 60426
"FY4-5" "A11-110331" 60427
"FY4-5" "A11-110331" 60428
"FY4-5" "A11-110331" 60462
"FY4-5" "A11-110331" 60463
"FY4-5" "A11-110331" 60466
"FY4-5" "A11-110331" 60467
"FY4-5" "A11-110331" 60468
"FY4-5" "A11-110331" 60470
"FY4-5" "A11-110331" 60472
"FY4-5" "A11-110331" 60481
"FY4-5" "A11-110331" 60493
"FY4-5" "A11-110331" 60494
"FY4-5" "A11-110331" 60498
"FY4-5" "A11-110331" 60499
"FY4-5" "A11-110331" 60505
"FY4-5" "A11-110331" 60515
"FY4-5" "A11-110331" 60518
"FY4-5" "A11-110331" 60520
"FY4-5" "A11-110331" 60529
"FY4-5" "A11-110331" 60530
"FY4-5" "A11-110331" 60532
"FY4-5" "A11-110331" 60534
"FY4-5" "A11-110331" 60536
"FY4-5" "A11-110331" 60537
"FY4-5" "A11-110331" 60541
"FY4-5" "A11-110331" 60542
"FY4-5" "A11-110331" 60548
"FY4-5" "A11-110331" 60550
"FY4-5" "A11-110331" 60551
"FY4-5" "A11-110331" 60553
"FY4-5" "A11-110331" 60556
"FY4-5" "A11-110331" 60563
"FY4-5" "A11-110331" 60573
"FY4-5" "A11-110331" 60574
"FY4-5" "A11-110331" 60576
"FY4-5" "A11-110331" 60582
"FY4-5" "A11-110331" 60583
"FY4-5" "A11-110331" 60584
"FY4-5" "A11-110331" 60586
"FY4-5" "A11-110331" 60589
"FY4-5" "A11-110331" 60592
"FY4-5" "A11-110331" 60593
"FY4-5" "A11-110331" 60594
"FY4-5" "A11-110331" 60595
"FY4-5" "A11-110331" 60596
"FY4-5" "A11-110331" 60599
"FY4-5" "A11-110331" 60600
"FY4-5" "A11-110331" 60603
"FY4-5" "A11-110331" 60604
"FY4-5" "A11-110331" 60605
"FY4-5" "A11-110331" 60618
"FY4-5" "A11-110331" 60619
"FY4-5" "A11-110331" 60621
"FY4-5" "A11-110331" 60624
"FY4-5" "A11-110331" 60630
"FY4-5" "A11-110331" 60631
"FY4-5" "A11-110331" 60634
"FY4-5" "A11-110331" 60636
"FY4-5" "A11-110331" 60646
"FY4-5" "A11-110331" 60647
"FY4-5" "A11-110331" 60648
"FY4-5" "A11-110331" 60650
"FY4-5" "A11-110331" 60666
"FY4-5" "A11-110331" 60667
"FY4-5" "A11-110331" 60671
"FY4-5" "A11-110331" 60681
"FY4-5" "A11-110331" 60694
"FY4-5" "A11-110331" 60696
"FY4-5" "A11-110331" 60697
"FY4-5" "A11-110331" 60705
"FY4-5" "A11-110331" 60713
"FY4-5" "A11-110331" 60714
"FY4-5" "A11-110331" 60716
"FY4-5" "A11-110331" 60717
"FY4-5" "A11-110331" 60718
"FY4-5" "A11-110331" 60721
"FY4-5" "A11-110331" 60723
"FY4-5" "A11-110331" 60724
"FY4-5" "A11-110331" 60737
"FY4-5" "A11-110331" 60740
"FY4-5" "A11-110331" 60745
"FY4-5" "A11-110331" 60751
"FY4-5" "A11-110331" 60752
"FY4-5" "A11-110331" 60753
"FY4-5" "A11-110331" 60754
"FY4-5" "A11-110331" 60755
"FY4-5" "A11-110331" 60758
"FY4-5" "A11-110331" 60762
"FY4-5" "A11-110331" 60764
"FY4-5" "A11-110331" 60766
"FY4-5" "A11-110331" 60770
"FY4-5" "A11-110331" 60772
"FY4-5" "A11-110331" 60774
"FY4-5" "A11-110331" 60781
"FY4-5" "A11-110331" 60786
"FY4-5" "A11-110331" 60788
"FY4-5" "A11-110331" 60789
"FY4-5" "A11-110331" 60791
"FY4-5" "A11-110331" 60793
"FY4-5" "A11-110331" 60809
"FY4-5" "A11-110331" 60810
"FY4-5" "A11-110331" 60812
"FY4-5" "A11-110331" 60813
"FY4-5" "A11-110331" 60814
"FY4-5" "A11-110331" 60816
"FY4-5" "A11-110331" 60823
"FY4-5" "A11-110331" 60840
"FY4-5" "A11-110331" 60841
"FY4-5" "A11-110331" 60847
"FY4-5" "A11-110331" 60861
"FY4-5" "A11-110331" 60874
"FY4-5" "A11-110331" 60875
"FY4-5" "A11-110331" 60878
"FY4-5" "A11-110331" 60895
"FY4-5" "A11-110331" 60898
